Brand;Model;Url
Prestigio;Prestigio PMP7079;/catalog/prestigio_pmp7079/
Prestigio;Prestigio PMT7077;/catalog/prestigio_pmt7077/
Prestigio;Prestigio Grace 3101 4G;/catalog/prestigio_grace_3101_4g/
Prestigio;Prestigio Grace 3118 3G;/catalog/prestigio_grace_3118_3g/
Prestigio;Prestigio Grace 31573257 3G;/catalog/prestigio_grace_31573257_3g/
Prestigio;Prestigio Grace 31573257 4G;/catalog/prestigio_grace_31573257_4g/
Prestigio;Prestigio Grace 3201 4G;/catalog/prestigio_grace_3201_4g/
Prestigio;Prestigio Grace 3301 4G;/catalog/prestigio_grace_3301_4g/
Prestigio;Prestigio Grace 3318 3G;/catalog/prestigio_grace_3318_3g/
Prestigio;Prestigio Grace 3738 3G;/catalog/prestigio_grace_3738_3g/
Prestigio;Prestigio Grace 3758 3G;/catalog/prestigio_grace_3758_3g/
Prestigio;Prestigio Grace 3768 3G;/catalog/prestigio_grace_3768_3g/
Prestigio;Prestigio Grace 3778 3G;/catalog/prestigio_grace_3778_3g/
Prestigio;Prestigio Grace 3848 4G;/catalog/prestigio_grace_3848_4g/
Prestigio;Prestigio Grace 3868 4G;/catalog/prestigio_grace_3868_4g/
Prestigio;Prestigio Grace 3878 4G;/catalog/prestigio_grace_3878_4g/
Prestigio;Prestigio Grace 4327 3G;/catalog/prestigio_grace_4327_3g/
Prestigio;Prestigio Grace 4791 4G;/catalog/prestigio_grace_4791_4g/
Prestigio;Prestigio Grace 4891 4G;/catalog/prestigio_grace_4891_4g/
Prestigio;Prestigio Grace 4991 4G;/catalog/prestigio_grace_4991_4g/
Prestigio;Prestigio Grace 5588 4G;/catalog/prestigio_grace_5588_4g/
Prestigio;Prestigio Grace 57185778 4G;/catalog/prestigio_grace_57185778_4g/
Prestigio;Prestigio Grace 5771 4G;/catalog/prestigio_grace_5771_4g/
Prestigio;Prestigio Grace 5791 4G;/catalog/prestigio_grace_5791_4g/
Prestigio;Prestigio Grace 7781 4G;/catalog/prestigio_grace_7781_4g/
Prestigio;Prestigio Grace 7788 4G;/catalog/prestigio_grace_7788_4g/
Prestigio;Prestigio MultiPad 10.1 Ultimate (7100D);/catalog/prestigio_multipad_10_1_ultimate_7100d/
Prestigio;Prestigio MultiPad 10.1 Ultimate 3G (7100D3G);/catalog/prestigio_multipad_10_1_ultimate_3g_7100d3g/
Prestigio;Prestigio MultiPad 2 Prime Duo 8.0 (5780D);/catalog/prestigio_multipad_2_prime_duo_8_0_5780d/
Prestigio;Prestigio MultiPad 2 Pro Duo 7.0 (5670C);/catalog/prestigio_multipad_2_pro_duo_7_0_5670c/
Prestigio;Prestigio MultiPad 2 Pro Duo 8.0 3G (7380D3G);/catalog/prestigio_multipad_2_pro_duo_8_0_3g_7380d3g/
Prestigio;Prestigio MultiPad 2 Ultra Duo 8.0 (7280C);/catalog/prestigio_multipad_2_ultra_duo_8_0_7280c/
Prestigio;Prestigio MultiPad 2 Ultra Duo 8.0 3G (7280C3G);/catalog/prestigio_multipad_2_ultra_duo_8_0_3g_7280c3g/
Prestigio;Prestigio MultiPad 3770 (3770B);/catalog/prestigio_multipad_3770_3770b/
Prestigio;Prestigio MultiPad 4 Diamond 10.1 3G (7177, 7110);/catalog/prestigio_multipad_4_diamond_10_1_3g_7177_7110/
Prestigio;Prestigio MultiPad 4 Diamond 7.0 3G;/catalog/prestigio_multipad_4_diamond_7_0_3g/
Prestigio;Prestigio MultiPad 4 Diamond 7.85 (7079D);/catalog/prestigio_multipad_4_diamond_7_85_7079d/
Prestigio;Prestigio MultiPad 4 Diamond 7.85 3G (7079,7077);/catalog/prestigio_multipad_4_diamond_7_85_3g_7079_7077/
Prestigio;Prestigio MultiPad 4 Pro Quad 8.0 3G;/catalog/prestigio_multipad_4_pro_quad_8_0_3g/
Prestigio;Prestigio MultiPad 4 Quantum 10.1;/catalog/prestigio_multipad_4_quantum_10_1/
Prestigio;Prestigio MultiPad 4 Quantum 7.85 (5785C);/catalog/prestigio_multipad_4_quantum_7_85_5785c/
Prestigio;Prestigio MultiPad 4 Quantum 7.85 3G;/catalog/prestigio_multipad_4_quantum_7_85_3g/
Prestigio;Prestigio MultiPad 4 Quantum 8.0 3G (5487);/catalog/prestigio_multipad_4_quantum_8_0_3g_5487/
Prestigio;Prestigio MultiPad 4 Quantum 9.7 (5297C);/catalog/prestigio_multipad_4_quantum_9_7_5297c/
Prestigio;Prestigio MultiPad 4 Ultimate 10.1 3G (7100D3G);/catalog/prestigio_multipad_4_ultimate_10_1_3g_7100d3g/
Prestigio;Prestigio MultiPad 4 Ultimate 8.0 3G (7480D3G);/catalog/prestigio_multipad_4_ultimate_8_0_3g_7480d3g/
Prestigio;Prestigio Multipad 4 Ultra Quad 8.0 3G (7280C3G, 7287C3G);/catalog/prestigio_multipad_4_ultra_quad_8_0_3g_7280c3g_7287c3g/
Prestigio;Prestigio MultiPad 5080 Pro (5080C);/catalog/prestigio_multipad_5080_pro_5080c/
Prestigio;Prestigio MultiPad 7.0 HD (3970B);/catalog/prestigio_multipad_7_0_hd_3970b/
Prestigio;Prestigio MultiPad 7.0 HD+ (3870C);/catalog/prestigio_multipad_7_0_hd_3870c/
Prestigio;Prestigio MultiPad 7.0 Prime (3270B);/catalog/prestigio_multipad_7_0_prime_3270b/
Prestigio;Prestigio MultiPad 7.0 Prime Duo (5770D);/catalog/prestigio_multipad_7_0_prime_duo_5770d/
Prestigio;Prestigio MultiPad 7.0 Prime Duo 3G (7170B3G);/catalog/prestigio_multipad_7_0_prime_duo_3g_7170b3g/
Prestigio;Prestigio MultiPad 7.0 Prime Plus (3470B);/catalog/prestigio_multipad_7_0_prime_plus_3470b/
Prestigio;Prestigio MultiPad 7.0 Pro (3170B);/catalog/prestigio_multipad_7_0_pro_3170b/
Prestigio;Prestigio MultiPad 7.0 Pro Duo (5570C);/catalog/prestigio_multipad_7_0_pro_duo_5570c/
Prestigio;Prestigio MultiPad 7.0 Ultra (3370B);/catalog/prestigio_multipad_7_0_ultra_3370b/
Prestigio;Prestigio MultiPad 7.0 Ultra Duo (5870C);/catalog/prestigio_multipad_7_0_ultra_duo_5870c/
Prestigio;Prestigio MultiPad 7.0 Ultra+ (3570C, 3670B);/catalog/prestigio_multipad_7_0_ultra_3570c_3670b/
Prestigio;Prestigio MultiPad 8.0 3G Note (7880D3G);/catalog/prestigio_multipad_8_0_3g_note_7880d3g/
Prestigio;Prestigio MultiPad 8.0 HD (5587,5588);/catalog/prestigio_multipad_8_0_hd_5587_5588/
Prestigio;Prestigio MultiPad 8.0 Pro Duo (5580C);/catalog/prestigio_multipad_8_0_pro_duo_5580c/
Prestigio;Prestigio MultiPad 8.0 Ultra Duo (5880D);/catalog/prestigio_multipad_8_0_ultra_duo_5880d/
Prestigio;Prestigio Multipad 9.7 Pro (5097C);/catalog/prestigio_multipad_9_7_pro_5097c/
Prestigio;Prestigio MultiPad 9.7 Ultra (5197D);/catalog/prestigio_multipad_9_7_ultra_5197d/
Prestigio;Prestigio MultiPad 9.7 Ultra Duo (5597D);/catalog/prestigio_multipad_9_7_ultra_duo_5597d/
Prestigio;Prestigio MultiPad Color 10.1 3G;/catalog/prestigio_multipad_color_10_1_3g/
Prestigio;Prestigio MultiPad Color 2 3G (3777);/catalog/prestigio_multipad_color_2_3g_3777/
Prestigio;Prestigio MultiPad Color 7.0 3G (5777);/catalog/prestigio_multipad_color_7_0_3g_5777/
Prestigio;Prestigio MultiPad Color 8.0 3G (5887);/catalog/prestigio_multipad_color_8_0_3g_5887/
Prestigio;Prestigio MultiPad Consul 7008 4G;/catalog/prestigio_multipad_consul_7008_4g/
Prestigio;Prestigio MultiPad Journey 7.0 3G;/catalog/prestigio_multipad_journey_7_0_3g/
Prestigio;Prestigio MultiPad Muze 500150115021 3G;/catalog/prestigio_multipad_muze_500150115021_3g/
Prestigio;Prestigio MultiPad Muze 50085018 3G;/catalog/prestigio_multipad_muze_50085018_3g/
Prestigio;Prestigio MultiPad PMP3074B;/catalog/prestigio_multipad_pmp3074b/
Prestigio;Prestigio MultiPad PMP3084B;/catalog/prestigio_multipad_pmp3084b/
Prestigio;Prestigio MultiPad PMP3384B;/catalog/prestigio_multipad_pmp3384b/
Prestigio;Prestigio MultiPad PMP5070C;/catalog/prestigio_multipad_pmp5070c/
Prestigio;Prestigio MultiPad PMP5080B;/catalog/prestigio_multipad_pmp5080b/
Prestigio;Prestigio MultiPad PMP5100C;/catalog/prestigio_multipad_pmp5100c/
Prestigio;Prestigio MultiPad PMP7070C;/catalog/prestigio_multipad_pmp7070c/
Prestigio;Prestigio MultiPad PMP7074B 3G;/catalog/prestigio_multipad_pmp7074b_3g/
Prestigio;Prestigio MultiPad PMP7100C;/catalog/prestigio_multipad_pmp7100c/
Prestigio;Prestigio MultiPad Ranger 7.0 3G;/catalog/prestigio_multipad_ranger_7_0_3g/
Prestigio;Prestigio MultiPad Ranger 8.0 3G;/catalog/prestigio_multipad_ranger_8_0_3g/
Prestigio;Prestigio MultiPad Ranger 8.0 4G (5287);/catalog/prestigio_multipad_ranger_8_0_4g_5287/
Prestigio;Prestigio MultiPad Rider 7.0;/catalog/prestigio_multipad_rider_7_0/
Prestigio;Prestigio MultiPad Rider 7.0 3G;/catalog/prestigio_multipad_rider_7_0_3g/
Prestigio;Prestigio MultiPad Thunder 7.0i;/catalog/prestigio_multipad_thunder_7_0i/
Prestigio;Prestigio MultiPad Thunder 8.0i 3G;/catalog/prestigio_multipad_thunder_8_0i_3g/
Prestigio;Prestigio MultiPad Visconte 2;/catalog/prestigio_multipad_visconte_2/
Prestigio;Prestigio MultiPad Visconte 3;/catalog/prestigio_multipad_visconte_3/
Prestigio;Prestigio MultiPad Visconte 3G;/catalog/prestigio_multipad_visconte_3g/
Prestigio;Prestigio MultiPad Visconte 4U;/catalog/prestigio_multipad_visconte_4u/
Prestigio;Prestigio MultiPad Visconte A;/catalog/prestigio_multipad_visconte_a/
Prestigio;Prestigio MultiPad Visconte M;/catalog/prestigio_multipad_visconte_m/
Prestigio;Prestigio MultiPad Visconte Pro 3G;/catalog/prestigio_multipad_visconte_pro_3g/
Prestigio;Prestigio MultiPad Visconte Pro Wi-Fi;/catalog/prestigio_multipad_visconte_pro_wi_fi/
Prestigio;Prestigio MultiPad Visconte Quad;/catalog/prestigio_multipad_visconte_quad/
Prestigio;Prestigio MultiPad Visconte Quad 3GK;/catalog/prestigio_multipad_visconte_quad_3gk/
Prestigio;Prestigio MultiPad Visconte S;/catalog/prestigio_multipad_visconte_s/
Prestigio;Prestigio MultiPad Visconte V;/catalog/prestigio_multipad_visconte_v/
Prestigio;Prestigio MultiPad Visconte Wi-Fi;/catalog/prestigio_multipad_visconte_wi_fi/
Prestigio;Prestigio MultiPad Wize 30083009;/catalog/prestigio_multipad_wize_30083009/
Prestigio;Prestigio MultiPad Wize 301130213031 3G;/catalog/prestigio_multipad_wize_301130213031_3g/
Prestigio;Prestigio MultiPad Wize 301730183019;/catalog/prestigio_multipad_wize_301730183019/
Prestigio;Prestigio MultiPad Wize 3027;/catalog/prestigio_multipad_wize_3027/
Prestigio;Prestigio MultiPad Wize 30373038 3G;/catalog/prestigio_multipad_wize_30373038_3g/
Prestigio;Prestigio MultiPad Wize 3041 3G;/catalog/prestigio_multipad_wize_3041_3g/
Prestigio;Prestigio MultiPad Wize 3047 3G;/catalog/prestigio_multipad_wize_3047_3g/
Prestigio;Prestigio MultiPad Wize 305730673087 3G;/catalog/prestigio_multipad_wize_305730673087_3g/
Prestigio;Prestigio MultiPad Wize 310832083308 3G;/catalog/prestigio_multipad_wize_310832083308_3g/
Prestigio;Prestigio MultiPad Wize 3111;/catalog/prestigio_multipad_wize_3111/
Prestigio;Prestigio MultiPad Wize 3131 3G;/catalog/prestigio_multipad_wize_3131_3g/
Prestigio;Prestigio MultiPad Wize 31373237 3G;/catalog/prestigio_multipad_wize_31373237_3g/
Prestigio;Prestigio MultiPad Wize 3147 3G;/catalog/prestigio_multipad_wize_3147_3g/
Prestigio;Prestigio MultiPad Wize 333133413351 3G;/catalog/prestigio_multipad_wize_333133413351_3g/
Prestigio;Prestigio MultiPad Wize 3401 3G;/catalog/prestigio_multipad_wize_3401_3g/
Prestigio;Prestigio MultiPad Wize 3407 4G;/catalog/prestigio_multipad_wize_3407_4g/
Prestigio;Prestigio MultiPad Wize 340835083608 4G;/catalog/prestigio_multipad_wize_340835083608_4g/
Prestigio;Prestigio MultiPad Wize 375737673787 3G;/catalog/prestigio_multipad_wize_375737673787_3g/
Prestigio;Prestigio MultiPad Wize 3797 3G;/catalog/prestigio_multipad_wize_3797_3g/
Prestigio;Prestigio MultiPad Wize 5002;/catalog/prestigio_multipad_wize_5002/
Prestigio;Prestigio Muze 37083718 3G;/catalog/prestigio_muze_37083718_3g/
Prestigio;Prestigio Muze 3831 4G;/catalog/prestigio_muze_3831_4g/
Prestigio;Prestigio Muze 3861 4G;/catalog/prestigio_muze_3861_4g/
Prestigio;Prestigio Muze 3871 4G;/catalog/prestigio_muze_3871_4g/
Prestigio;Prestigio Muze 4667 3G;/catalog/prestigio_muze_4667_3g/
Prestigio;Prestigio NEW MultiPad 7.0 Ultra+ (3677);/catalog/prestigio_new_multipad_7_0_ultra_3677/
Prestigio;Prestigio Q Pro;/catalog/prestigio_q_pro/
Prestigio;Prestigio Smartbook 11.6;/catalog/prestigio_smartbook_11_6/
Prestigio;Prestigio SmartKids 3997;/catalog/prestigio_smartkids_3997/
Prestigio;Prestigio Wize 1157 4G;/catalog/prestigio_wize_1157_4g/
Prestigio;Prestigio Wize 1177 3G;/catalog/prestigio_wize_1177_3g/
Prestigio;Prestigio Wize 1177 4G;/catalog/prestigio_wize_1177_4g/
Prestigio;Prestigio Wize 1196 3G;/catalog/prestigio_wize_1196_3g/
Prestigio;Prestigio Wize 3096 3G;/catalog/prestigio_wize_3096_3g/
Prestigio;Prestigio Wize 3151 3G;/catalog/prestigio_wize_3151_3g/
Prestigio;Prestigio Wize 3161 3G;/catalog/prestigio_wize_3161_3g/
Prestigio;Prestigio Wize 3171 3G;/catalog/prestigio_wize_3171_3g/
Prestigio;Prestigio Wize 3196 3G;/catalog/prestigio_wize_3196_3g/
Prestigio;Prestigio Wize 3317 3G;/catalog/prestigio_wize_3317_3g/
Prestigio;Prestigio Wize 3327 3G;/catalog/prestigio_wize_3327_3g/
Prestigio;Prestigio Wize 341835183618 4G;/catalog/prestigio_wize_341835183618_4g/
Prestigio;Prestigio Wize 3427 3G;/catalog/prestigio_wize_3427_3g/
Prestigio;Prestigio Wize 3437 4G;/catalog/prestigio_wize_3437_4g/
Prestigio;Prestigio Wize 3537 4G;/catalog/prestigio_wize_3537_4g/
Prestigio;Prestigio Wize 3637 4G;/catalog/prestigio_wize_3637_4g/
Prestigio;Prestigio Wize 3761 3G;/catalog/prestigio_wize_3761_3g/
Prestigio;Prestigio Wize 3771 3G;/catalog/prestigio_wize_3771_3g/
Prestigio;Prestigio Wize 4111 3G;/catalog/prestigio_wize_4111_3g/
Prestigio;Prestigio Wize 4117 3G;/catalog/prestigio_wize_4117_3g/
Prestigio;Prestigio Wize 4118 3G;/catalog/prestigio_wize_4118_3g/
Prestigio;Prestigio Wize 4131 4G;/catalog/prestigio_wize_4131_4g/
Prestigio;Prestigio Wize 4138 4G;/catalog/prestigio_wize_4138_4g/
Prestigio;Prestigio Wize 4227 3G;/catalog/prestigio_wize_4227_3g/
Prestigio;Prestigio Wize 4311 3G;/catalog/prestigio_wize_4311_3g/
Prestigio;Prestigio Wize 4317 3G;/catalog/prestigio_wize_4317_3g/
Prestigio;Prestigio Wize 4638 3G;/catalog/prestigio_wize_4638_3g/
Prestigio;Prestigio Wize 4638 3G;/catalog/prestigio_wize_4638_3g/
QUMO;QUMO Altair 7004;/catalog/qumo_altair_7004/
QUMO;Qumo 2Go!;/catalog/qumo_2go/
QUMO;Qumo Altair (701, 702) 3G;/catalog/qumo_altair_701_702_3g/
QUMO;Qumo Altair 7001 3G;/catalog/qumo_altair_7001_3g/
QUMO;Qumo Altair 7002 3G;/catalog/qumo_altair_7002_3g/
QUMO;Qumo Altair 7004 3G;/catalog/qumo_altair_7004_3g/
QUMO;Qumo Altair 705i 3G;/catalog/qumo_altair_705i_3g/
QUMO;Qumo Altair 706 3G;/catalog/qumo_altair_706_3g/
QUMO;Qumo Altair 71;/catalog/qumo_altair_71/
QUMO;Qumo Apollo;/catalog/qumo_apollo/
QUMO;Qumo Dotcom;/catalog/qumo_dotcom/
QUMO;Qumo Flame;/catalog/qumo_flame/
QUMO;Qumo Galileo;/catalog/qumo_galileo/
QUMO;Qumo GO!;/catalog/qumo_go/
QUMO;Qumo Helios;/catalog/qumo_helios/
QUMO;Qumo Infinity;/catalog/qumo_infinity/
QUMO;Qumo Kids Tab;/catalog/qumo_kids_tab/
QUMO;Qumo Kids Tab 2;/catalog/qumo_kids_tab_2/
QUMO;Qumo Kids Tab 3;/catalog/qumo_kids_tab_3/
QUMO;Qumo Pulse;/catalog/qumo_pulse/
QUMO;Qumo Sirius 1001 3G;/catalog/qumo_sirius_1001_3g/
QUMO;Qumo Sirius 1002W 3G;/catalog/qumo_sirius_1002w_3g/
QUMO;Qumo Sirius 101-4G;/catalog/qumo_sirius_101_4g/
QUMO;Qumo Sirius 890 3G;/catalog/qumo_sirius_890_3g/
QUMO;Qumo Sirius 971 3G;/catalog/qumo_sirius_971_3g/
QUMO;Qumo Sirius Yooda 3G;/catalog/qumo_sirius_yooda_3g/
QUMO;Qumo Vega (781, 782);/catalog/qumo_vega_781_782/
QUMO;Qumo Vega 783 3G;/catalog/qumo_vega_783_3g/
QUMO;Qumo Vega 8001 3G;/catalog/qumo_vega_8001_3g/
QUMO;Qumo Vega 8002 3G;/catalog/qumo_vega_8002_3g/
QUMO;Qumo Vega 8008W 3G;/catalog/qumo_vega_8008w_3g/
QUMO;Qumo Vega 8009W 3G;/catalog/qumo_vega_8009w_3g/
QUMO;Qumo Vega 803i 3G;/catalog/qumo_vega_803i_3g/
QUMO;Qumo Vega 803i 3G;/catalog/qumo_vega_803i_3g/
Samsung;Samsung Galaxy Tab S6 Lite;/catalog/samsung_galaxy_tab_s6_lite/
Samsung;Samsung Ativ Smart PC XE700T;/catalog/samsung_ativ_smart_pc_xe700t/
Samsung;"Samsung Galaxy Note 10.1"" 2014 P6010/P6050";/catalog/samsung_galaxy_note_10_1_2014_p6010_p6050/
Samsung;"Samsung Galaxy Note 10.1"" N8000";/catalog/samsung_galaxy_note_10_1_n8000/
Samsung;"Samsung Galaxy Note 8"" N5100/N5110";/catalog/samsung_galaxy_note_8_n5100_n5110/
Samsung;"Samsung Galaxy Note Pro 12.2"" P900/P9050";/catalog/samsung_galaxy_note_pro_12_2_p900_p9050/
Samsung;Samsung Galaxy Tab 10.1 P7500/7510;/catalog/samsung_galaxy_tab_10_1_p7500_7510/
Samsung;"Samsung Galaxy Tab 2 10.1"" P5100 ";/catalog/samsung_galaxy_tab_2_10_1_p5100_/
Samsung;"Samsung Galaxy Tab 2 7"" P3100 ";/catalog/samsung_galaxy_tab_2_7_p3100_/
Samsung;"Samsung Galaxy Tab 3 10.1"" P5200";/catalog/samsung_galaxy_tab_3_10_1_p5200/
Samsung;"Samsung Galaxy Tab 3 7"" P3200/T210/T211";/catalog/samsung_galaxy_tab_3_7_p3200_t210_t211/
Samsung;"Samsung Galaxy Tab 3 8"" T310/T311";/catalog/samsung_galaxy_tab_3_8_t310_t311/
Samsung;"Samsung Galaxy Tab 3 Lite 7"" T110/T111";/catalog/samsung_galaxy_tab_3_lite_7_t110_t111/
Samsung;"Samsung Galaxy Tab 4 10.1"" T530/T535";/catalog/samsung_galaxy_tab_4_10_1_t530_t535/
Samsung;"Samsung Galaxy Tab 4 7"" T230/T235";/catalog/samsung_galaxy_tab_4_7_t230_t235/
Samsung;"Samsung Galaxy Tab 4 8"" T330/T335";/catalog/samsung_galaxy_tab_4_8_t330_t335/
Samsung;Samsung Galaxy Tab 7.0 Plus P6200/6210;/catalog/samsung_galaxy_tab_7_0_plus_p6200_6210/
Samsung;Samsung Galaxy Tab 7.7 P6800;/catalog/samsung_galaxy_tab_7_7_p6800/
Samsung;"Samsung Galaxy Tab 7"" P1000";/catalog/samsung_galaxy_tab_7_p1000/
Samsung;"Samsung Galaxy Tab A 10.1"" T515";/catalog/samsung_galaxy_tab_a_10_1_t515/
Samsung;"Samsung Galaxy Tab A 10.1"" T580";/catalog/samsung_galaxy_tab_a_10_1_t580/
Samsung;"Samsung Galaxy Tab A 10.5"" T595";/catalog/samsung_galaxy_tab_a_10_5_t595/
Samsung;"Samsung Galaxy Tab A 7.0""/SM-T280/T285";/catalog/samsung_galaxy_tab_a_7_0_sm_t280_t285/
Samsung;"Samsung Galaxy Tab A 8.0"" T355";/catalog/samsung_galaxy_tab_a_8_0_t355/
Samsung;"Samsung Galaxy Tab A 8.0"" T380";/catalog/samsung_galaxy_tab_a_8_0_t380/
Samsung;"Samsung Galaxy Tab A 8.0"" T530";/catalog/samsung_galaxy_tab_a_8_0_t530/
Samsung;"Samsung Galaxy Tab A 9.7"" T550";/catalog/samsung_galaxy_tab_a_9_7_t550/
Samsung;Samsung Galaxy Tab E (9.6)/Sm-T560N;/catalog/samsung_galaxy_tab_e_9_6_sm_t560n/
Samsung;Samsung Galaxy Tab E 8.0 SM-T377V;/catalog/samsung_galaxy_tab_e_8_0_sm_t377v/
Samsung;"Samsung Galaxy Tab Pro 10.1"" T520/T525";/catalog/samsung_galaxy_tab_pro_10_1_t520_t525/
Samsung;"Samsung Galaxy Tab Pro 8.4"" T320";/catalog/samsung_galaxy_tab_pro_8_4_t320/
Samsung;"Samsung Galaxy Tab S 10.5""/T800";/catalog/samsung_galaxy_tab_s_10_5_t800/
Samsung;"Samsung Galaxy Tab S 8.4"" T700";/catalog/samsung_galaxy_tab_s_8_4_t700/
Samsung;"Samsung Galaxy Tab S2 8.0""/SM-T715";/catalog/samsung_galaxy_tab_s2_8_0_sm_t715/
Samsung;"Samsung Galaxy Tab S2 9.7""/SM-T815";/catalog/samsung_galaxy_tab_s2_9_7_sm_t815/
Samsung;"Samsung Galaxy Tab S3 10.1"" T820";/catalog/samsung_galaxy_tab_s3_10_1_t820/
Samsung;"Samsung Galaxy Tab S3 9.7"" ";/catalog/samsung_galaxy_tab_s3_9_7_/
Samsung;"Samsung Galaxy Tab A 8.0"" T290";/catalog/samsung_galaxy_tab_a_8_0_t290/
Samsung;Samsung Galaxy Tab S4 10.5 SM-T835;/catalog/samsung_galaxy_tab_s4_10_5_sm_t835/
Samsung;Samsung N8000;/catalog/samsung_n8000/
Samsung;Samsung P6200;/catalog/samsung_p6200/
Samsung;Samsung P7320;/catalog/samsung_p7320/
Samsung;Samsung P9000;/catalog/samsung_p9000/
Samsung;Samsung P9010;/catalog/samsung_p9010/
Samsung;"Samsung Galaxy Tab A Plus 8.0"" P205";/catalog/samsung_galaxy_tab_a_plus_8_0_p205/
Samsung;Samsung P9050;/catalog/samsung_p9050/
Samsung;Samsung Galaxy Tab S5e 10.5 SM-T725;/catalog/samsung_galaxy_tab_s5e_10_5_sm_t725/
Samsung;Samsung Galaxy Tab S6 10.5 SM-T860;/catalog/samsung_galaxy_tab_s6_10_5_sm_t860/
Samsung;Samsung 7 Slate PC;/catalog/samsung_7_slate_pc/
Samsung;Samsung ATIV Q;/catalog/samsung_ativ_q/
Samsung;Samsung ATIV Smart PC;/catalog/samsung_ativ_smart_pc/
Samsung;Samsung ATIV Smart PC Pro;/catalog/samsung_ativ_smart_pc_pro/
Samsung;Samsung ATIV Tab;/catalog/samsung_ativ_tab/
Samsung;Samsung ATIV Tab 3;/catalog/samsung_ativ_tab_3/
Samsung;Samsung Galaxy Book 10.6;/catalog/samsung_galaxy_book_10_6/
Samsung;Samsung Galaxy Book 12;/catalog/samsung_galaxy_book_12/
Samsung;Samsung Galaxy Book 2;/catalog/samsung_galaxy_book_2/
Samsung;Samsung Galaxy Note Pro 12.2;/catalog/samsung_galaxy_note_pro_12_2/
Samsung;Samsung Galaxy S WiFi 3.6;/catalog/samsung_galaxy_s_wifi_3_6/
Samsung;Samsung Galaxy S WiFi 4.0;/catalog/samsung_galaxy_s_wifi_4_0/
Samsung;Samsung Galaxy S WiFi 4.2;/catalog/samsung_galaxy_s_wifi_4_2/
Samsung;Samsung Galaxy S WiFi 5.0;/catalog/samsung_galaxy_s_wifi_5_0/
Samsung;Samsung Galaxy Tab 3 (Kids, Hello Kitty);/catalog/samsung_galaxy_tab_3_kids_hello_kitty/
Samsung;Samsung Galaxy Tab 3 Lite 7.0;/catalog/samsung_galaxy_tab_3_lite_7_0/
Samsung;Samsung Galaxy Tab 3 Lite 7.0 VE;/catalog/samsung_galaxy_tab_3_lite_7_0_ve/
Samsung;Samsung Galaxy Tab 4 10.1;/catalog/samsung_galaxy_tab_4_10_1/
Samsung;Samsung Galaxy Tab 4 7.0;/catalog/samsung_galaxy_tab_4_7_0/
Samsung;Samsung Galaxy Tab 4 7.0 VE;/catalog/samsung_galaxy_tab_4_7_0_ve/
Samsung;Samsung Galaxy Tab 4 8.0;/catalog/samsung_galaxy_tab_4_8_0/
Samsung;Samsung Galaxy Tab 4 Nook;/catalog/samsung_galaxy_tab_4_nook/
Samsung;Samsung Galaxy Tab A 10.1 (2016);/catalog/samsung_galaxy_tab_a_10_1_2016/
Samsung;Samsung Galaxy Tab A 10.1 (2019);/catalog/samsung_galaxy_tab_a_10_1_2019/
Samsung;Samsung Galaxy Tab A 10.5;/catalog/samsung_galaxy_tab_a_10_5/
Samsung;Samsung Galaxy Tab A 7.0 (2016);/catalog/samsung_galaxy_tab_a_7_0_2016/
Samsung;Samsung Galaxy Tab A 8.0 (2015);/catalog/samsung_galaxy_tab_a_8_0_2015/
Samsung;Samsung Galaxy Tab A 8.0 (2017);/catalog/samsung_galaxy_tab_a_8_0_2017/
Samsung;Samsung Galaxy Tab A 8.0 (2019);/catalog/samsung_galaxy_tab_a_8_0_2019/
Samsung;Samsung Galaxy Tab A 8.0 Kids Edition (2019);/catalog/samsung_galaxy_tab_a_8_0_kids_edition_2019/
Samsung;Samsung Galaxy Tab A 8.4 (2020);/catalog/samsung_galaxy_tab_a_8_4_2020/
Samsung;Samsung Galaxy Tab A 9.7;/catalog/samsung_galaxy_tab_a_9_7/
Samsung;Samsung Galaxy Tab A with S Pen 8.0;/catalog/samsung_galaxy_tab_a_with_s_pen_8_0/
Samsung;Samsung Galaxy Tab Active;/catalog/samsung_galaxy_tab_active/
Samsung;Samsung Galaxy Tab Active Pro;/catalog/samsung_galaxy_tab_active_pro/
Samsung;Samsung Galaxy Tab Active2;/catalog/samsung_galaxy_tab_active2/
Samsung;Samsung Galaxy Tab E 8.0 (2016);/catalog/samsung_galaxy_tab_e_8_0_2016/
Samsung;Samsung Galaxy Tab E 8.0 (2017);/catalog/samsung_galaxy_tab_e_8_0_2017/
Samsung;Samsung Galaxy Tab E 9.6;/catalog/samsung_galaxy_tab_e_9_6/
Samsung;Samsung Galaxy Tab Iris;/catalog/samsung_galaxy_tab_iris/
Samsung;Samsung Galaxy Tab J;/catalog/samsung_galaxy_tab_j/
Samsung;Samsung Galaxy Tab Pro 10.1;/catalog/samsung_galaxy_tab_pro_10_1/
Samsung;Samsung Galaxy Tab Pro 12.2;/catalog/samsung_galaxy_tab_pro_12_2/
Samsung;Samsung Galaxy Tab Pro 8.4;/catalog/samsung_galaxy_tab_pro_8_4/
Samsung;Samsung Galaxy Tab S 10.5 2014;/catalog/samsung_galaxy_tab_s_10_5_2014/
Samsung;Samsung Galaxy Tab S 8.4;/catalog/samsung_galaxy_tab_s_8_4/
